txn_id,user_id,amount,country,ip_country,txn_time,is_fraud,prev_time,time_diff_sec,high_velocity,location_mismatch,amount_deviation,high_amount,fraud_probability,risk_score,risk_bucket
T2973,2,150.5850070756569,USA,Germany,2024-02-01 00:03:15,0,2024-02-01 00:02:08,67.0,1,1,0.2880667231796779,0,0.0,0,LOW
T359,2,758.5016529870559,India,Germany,2024-02-01 00:04:53,0,2024-02-01 00:03:15,98.0,1,1,1.4510015966766998,0,0.0,0,LOW
T4573,2,734.7806365936591,USA,Nigeria,2024-02-01 00:06:38,0,2024-02-01 00:04:53,105.0,1,1,1.4056236696463942,0,0.0,0,LOW
T3987,2,84.1154852980421,USA,Germany,2024-02-01 00:08:07,0,2024-02-01 00:06:38,89.0,1,1,0.1609115853499365,0,0.0,0,LOW
T2063,3,1457.0733988268428,USA,Germany,2024-02-01 00:01:21,0,,,0,1,3.873161346899764,0,0.01,1,LOW
T3172,3,580.2629078183483,Germany,India,2024-02-01 00:01:41,0,2024-02-01 00:01:21,20.0,1,1,1.5424424517057376,0,0.05,5,LOW
T3746,3,222.69361852603592,India,USA,2024-02-01 00:04:25,0,2024-02-01 00:01:41,164.0,1,1,0.5919594141041522,0,0.0,0,LOW
T2549,3,395.2775611979838,India,Russia,2024-02-01 00:04:47,0,2024-02-01 00:04:25,22.0,1,1,1.0507183595291043,0,0.0,0,LOW
T2146,3,271.23997473157783,India,Nigeria,2024-02-01 00:05:58,0,2024-02-01 00:04:47,71.0,1,1,0.7210042999276958,0,0.0,0,LOW
T3669,3,91.23318474960868,Germany,India,2024-02-01 00:06:23,1,2024-02-01 00:05:58,25.0,1,1,0.2425141005327916,0,0.59,59,MEDIUM
T2905,3,295.5899316347989,USA,Nigeria,2024-02-01 00:08:16,0,2024-02-01 00:06:23,113.0,1,1,0.7857308346047858,0,0.0,0,LOW
T1217,3,16.49070104427652,USA,Russia,2024-02-01 00:08:38,0,2024-02-01 00:08:16,22.0,1,1,0.0438352288356901,0,0.0033333333333333335,0,LOW
T3647,3,55.9157172928912,India,USA,2024-02-01 00:16:14,0,2024-02-01 00:08:38,456.0,0,1,0.1486339638602777,0,0.0,0,LOW
T4229,4,672.5275622860966,USA,USA,2024-02-01 00:00:05,0,,,0,0,1.4535222035899582,0,0.0,0,LOW
T3743,4,481.3021250320643,Germany,Nigeria,2024-02-01 00:01:13,0,2024-02-01 00:00:05,68.0,1,1,1.0402299691496204,0,0.0,0,LOW
T2345,4,454.9422013624884,India,Germany,2024-02-01 00:01:17,0,2024-02-01 00:01:13,4.0,1,1,0.9832587214457744,0,0.0,0,LOW
T676,4,62.33051440267387,Germany,Nigeria,2024-02-01 00:01:19,0,2024-02-01 00:01:17,2.0,1,1,0.1347138641240237,0,0.0,0,LOW
T1801,4,78.51798973052821,USA,Germany,2024-02-01 00:02:20,0,2024-02-01 00:01:19,61.0,1,1,0.1696995749387898,0,0.0,0,LOW
T1287,4,55.9544650176805,India,Germany,2024-02-01 00:05:20,0,2024-02-01 00:02:20,180.0,1,1,0.1209334187237333,0,0.0,0,LOW
T1311,4,496.88383651876575,USA,Russia,2024-02-01 00:07:25,1,2024-02-01 00:05:20,125.0,1,1,1.073906453038051,0,0.6866666666666666,68,MEDIUM
T2012,4,653.3901436091264,India,Russia,2024-02-01 00:07:47,0,2024-02-01 00:07:25,22.0,1,1,1.4121608311700429,0,0.0,0,LOW
T449,4,1445.2231245840162,Germany,Russia,2024-02-01 00:08:30,0,2024-02-01 00:07:47,43.0,1,1,3.123535775372268,0,0.27,27,LOW
T2610,4,225.8099703576552,Germany,India,2024-02-01 00:14:53,0,2024-02-01 00:08:30,383.0,0,1,0.488039188447738,0,0.0,0,LOW
T989,5,426.9956097824136,Germany,India,2024-02-01 00:00:00,0,,,0,1,0.9362444996550828,0,0.0,0,LOW
T1478,5,8.166529251670323,Germany,Russia,2024-02-01 00:00:09,0,2024-02-01 00:00:00,9.0,1,1,0.0179061983729641,0,0.0033333333333333335,0,LOW
T2799,5,429.587781246959,USA,USA,2024-02-01 00:00:53,0,2024-02-01 00:00:09,44.0,1,0,0.941928179346966,0,0.0,0,LOW
T3325,5,69.27519305881899,USA,Nigeria,2024-02-01 00:01:09,0,2024-02-01 00:00:53,16.0,1,1,0.1518950475788581,0,0.0,0,LOW
T176,5,211.70676724698143,India,Russia,2024-02-01 00:01:12,0,2024-02-01 00:01:09,3.0,1,1,0.4641951622775414,0,0.01,1,LOW
T3181,5,287.917732412566,USA,USA,2024-02-01 00:01:22,0,2024-02-01 00:01:12,10.0,1,0,0.6312978099746522,0,0.043333333333333335,4,LOW
T3986,5,430.1160513477376,Germany,USA,2024-02-01 00:02:26,0,2024-02-01 00:01:22,64.0,1,1,0.9430864815984532,0,0.0,0,LOW
T4809,5,49.76594246574393,Germany,Russia,2024-02-01 00:02:31,0,2024-02-01 00:02:26,5.0,1,1,0.1091184284715404,0,0.0,0,LOW
T569,5,1128.548230029503,Germany,Germany,2024-02-01 00:02:32,0,2024-02-01 00:02:31,1.0,1,0,2.474491654607449,0,0.0,0,LOW
T1156,5,348.0938595079946,USA,Nigeria,2024-02-01 00:02:53,0,2024-02-01 00:02:32,21.0,1,1,0.7632419487735252,0,0.0,0,LOW
T3121,5,2070.3868727959166,USA,Russia,2024-02-01 00:03:30,0,2024-02-01 00:02:53,37.0,1,1,4.539597779005314,1,0.0,0,LOW
T1411,5,205.8328553094284,Germany,India,2024-02-01 00:06:16,0,2024-02-01 00:03:30,166.0,1,1,0.4513158313968451,0,0.0,0,LOW
T2126,5,452.3866194801905,India,USA,2024-02-01 00:08:04,0,2024-02-01 00:06:16,108.0,1,1,0.9919176555977076,0,0.0,0,LOW
T844,5,488.741541994483,USA,USA,2024-02-01 00:09:30,0,2024-02-01 00:08:04,86.0,1,0,1.0716306443488977,0,0.0,0,LOW
T4788,5,233.56976263913168,USA,Germany,2024-02-01 00:14:38,0,2024-02-01 00:09:30,308.0,0,1,0.5121326789942019,0,0.006666666666666667,0,LOW
T1306,6,124.51666157664188,India,India,2024-02-01 00:01:23,0,,,0,0,0.1629308690903282,0,0.0,0,LOW
T1016,6,432.9348380491145,USA,India,2024-02-01 00:01:27,0,2024-02-01 00:01:23,4.0,1,1,0.5664980776842081,0,0.0,0,LOW
T1268,6,534.152519457652,Germany,Nigeria,2024-02-01 00:01:43,0,2024-02-01 00:01:27,16.0,1,1,0.6989420782732395,0,0.0,0,LOW
T460,6,1965.316066639828,USA,Russia,2024-02-01 00:04:45,0,2024-02-01 00:01:43,182.0,1,1,2.5716289749522243,1,0.0,0,LOW
T3916,7,122.75836158697908,India,USA,2024-02-01 00:00:08,0,,,0,1,0.2343853323483424,0,0.22,22,LOW
T1216,7,671.3620932495302,USA,Germany,2024-02-01 00:00:26,0,2024-02-01 00:00:08,18.0,1,1,1.2818469171313935,0,0.0,0,LOW
T2539,7,304.0810144761503,USA,Nigeria,2024-02-01 00:00:34,0,2024-02-01 00:00:26,8.0,1,1,0.5805887983305686,0,0.0,0,LOW
T1972,7,801.3696500504556,India,Nigeria,2024-02-01 00:01:44,0,2024-02-01 00:00:34,70.0,1,1,1.5300733028101434,0,0.0,0,LOW
T4642,7,1216.6576981739158,Germany,USA,2024-02-01 00:03:49,0,2024-02-01 00:01:44,125.0,1,1,2.322992220278297,0,0.0,0,LOW
T2239,7,1199.5597600774015,Germany,Germany,2024-02-01 00:04:30,0,2024-02-01 00:03:49,41.0,1,0,2.290346738117936,0,0.0033333333333333335,0,LOW
T834,7,69.67739778697819,India,Russia,2024-02-01 00:06:23,0,2024-02-01 00:04:30,113.0,1,1,0.1330366406519456,0,0.0,0,LOW
T2328,7,88.18637500620277,USA,Germany,2024-02-01 00:06:35,0,2024-02-01 00:06:23,12.0,1,1,0.1683762519083409,0,0.0,0,LOW
T3377,7,22.948968102495336,India,Nigeria,2024-02-01 00:06:35,0,2024-02-01 00:06:35,0.0,1,1,0.0438169868530195,0,0.0033333333333333335,0,LOW
T1736,7,1040.2555311912374,Germany,India,2024-02-01 00:07:54,0,2024-02-01 00:06:35,79.0,1,1,1.9861835499710807,0,0.0,0,LOW
T3251,7,224.3482731938761,India,Germany,2024-02-01 00:14:01,0,2024-02-01 00:07:54,367.0,0,1,0.4283532615989308,0,0.0,0,LOW
T3518,8,677.3889151840154,USA,Nigeria,2024-02-01 00:00:13,0,,,0,1,1.4325195352207287,0,0.0,0,LOW
T1193,8,395.5957977697022,India,Germany,2024-02-01 00:00:23,0,2024-02-01 00:00:13,10.0,1,1,0.8365928282165367,0,0.0,0,LOW
T4066,8,1125.6968633491736,Germany,India,2024-02-01 00:00:31,0,2024-02-01 00:00:23,8.0,1,1,2.380586264902675,0,0.0,0,LOW
T2791,8,739.5383301091532,Germany,Nigeria,2024-02-01 00:01:16,0,2024-02-01 00:00:31,45.0,1,1,1.5639510496537825,0,0.0,0,LOW
T4515,8,584.430454680607,India,India,2024-02-01 00:01:43,0,2024-02-01 00:01:16,27.0,1,0,1.2359340764831843,0,0.0,0,LOW
T4101,8,405.17299694791774,Germany,Nigeria,2024-02-01 00:02:23,1,2024-02-01 00:01:43,40.0,1,1,0.8568463703220592,0,0.63,63,MEDIUM
T4374,8,321.0115781375869,Germany,Germany,2024-02-01 00:02:56,0,2024-02-01 00:02:23,33.0,1,0,0.6788646026030808,0,0.0,0,LOW
T2649,8,437.7030674777809,USA,Russia,2024-02-01 00:02:58,0,2024-02-01 00:02:56,2.0,1,1,0.9256398809207352,0,0.0,0,LOW
T1697,8,460.40889922899225,India,India,2024-02-01 00:03:16,0,2024-02-01 00:02:58,18.0,1,0,0.9736574182880382,0,0.09333333333333334,9,LOW
T946,8,53.22394599515666,USA,India,2024-02-01 00:03:51,0,2024-02-01 00:03:16,35.0,1,1,0.1125562297677736,0,0.0,0,LOW
T4786,8,947.2290154571346,USA,Russia,2024-02-01 00:09:54,0,2024-02-01 00:03:51,363.0,0,1,2.003168399355382,0,0.0,0,LOW
T2408,8,83.11260055428343,India,Nigeria,2024-02-01 00:12:44,0,2024-02-01 00:09:54,170.0,1,1,0.1757637617743788,0,0.0,0,LOW
T1138,8,186.89560884289395,USA,Nigeria,2024-02-01 00:18:36,0,2024-02-01 00:12:44,352.0,0,1,0.3952406139413828,0,0.0,0,LOW
T3484,8,202.7074495872208,India,Russia,2024-02-01 00:22:48,0,2024-02-01 00:18:36,252.0,1,1,0.4286789685502623,0,0.0,0,LOW
T367,9,711.4901324549239,India,Germany,2024-02-01 00:01:07,0,,,0,1,1.851603331545744,0,0.0,0,LOW
T2173,9,208.70137687341685,USA,USA,2024-02-01 00:01:11,0,2024-02-01 00:01:07,4.0,1,0,0.5431307436178459,0,0.0,0,LOW
T2520,9,152.18248160799044,India,Nigeria,2024-02-01 00:03:09,0,2024-02-01 00:01:11,118.0,1,1,0.3960442697581699,0,0.01,1,LOW
T3018,9,324.9168070090025,USA,Nigeria,2024-02-01 00:03:32,0,2024-02-01 00:03:09,23.0,1,1,0.8455732762691401,0,0.0,0,LOW
T2435,9,383.2330207536979,Germany,India,2024-02-01 00:03:35,0,2024-02-01 00:03:32,3.0,1,1,0.997337145825901,0,0.0,0,LOW
T132,9,173.5806079258283,Germany,Russia,2024-02-01 00:06:00,0,2024-02-01 00:03:35,145.0,1,1,0.4517313976206992,0,0.0,0,LOW
T1790,9,291.549170465902,USA,India,2024-02-01 00:08:48,0,2024-02-01 00:06:00,168.0,1,1,0.7587363347983789,0,0.0,0,LOW
T2132,9,523.1244208494754,India,Germany,2024-02-01 00:09:27,1,2024-02-01 00:08:48,39.0,1,1,1.361394735181647,0,0.7066666666666667,70,HIGH
T827,9,689.528133814556,Germany,Nigeria,2024-02-01 00:11:07,0,2024-02-01 00:09:27,100.0,1,1,1.794448765382474,0,0.0,0,LOW
T983,10,182.9756814773569,USA,Russia,2024-02-01 00:00:02,0,,,0,1,0.5570459719023175,0,0.0,0,LOW
T1477,10,755.9666651918515,Germany,India,2024-02-01 00:01:47,0,2024-02-01 00:00:02,105.0,1,1,2.301443461434303,0,0.0,0,LOW
T3568,10,92.0323962319994,India,India,2024-02-01 00:01:55,0,2024-02-01 00:01:47,8.0,1,0,0.2801808152407262,0,0.0,0,LOW
T3456,10,133.0845385342647,India,Russia,2024-02-01 00:02:19,0,2024-02-01 00:01:55,24.0,1,1,0.4051587922199648,0,0.02,2,LOW
T1356,10,125.94906445104132,USA,India,2024-02-01 00:02:49,0,2024-02-01 00:02:19,30.0,1,1,0.383435757423317,0,0.006666666666666667,0,LOW
T3680,10,544.5642191347343,India,India,2024-02-01 00:05:46,0,2024-02-01 00:02:49,177.0,1,0,1.6578558541872337,0,0.11,11,LOW
T3020,10,573.6572032898788,India,Nigeria,2024-02-01 00:06:01,0,2024-02-01 00:05:46,15.0,1,1,1.7464257095002014,0,0.0,0,LOW
T2694,10,69.0975522387576,USA,USA,2024-02-01 00:06:39,0,2024-02-01 00:06:01,38.0,1,0,0.2103586270707403,0,0.0033333333333333335,0,LOW
T661,10,478.9477740754984,Germany,Nigeria,2024-02-01 00:08:33,0,2024-02-01 00:06:39,114.0,1,1,1.4580950110211963,0,0.0,0,LOW
T1864,11,887.8134324463294,USA,Nigeria,2024-02-01 00:00:28,0,,,0,1,1.054119931090432,0,0.0,0,LOW
T1755,11,289.7803711244036,India,India,2024-02-01 00:01:22,0,2024-02-01 00:00:28,54.0,1,0,0.3440624501471283,0,0.0,0,LOW
T3567,11,764.2978292289253,USA,India,2024-02-01 00:01:53,0,2024-02-01 00:01:22,31.0,1,1,0.9074672060991436,0,0.31333333333333335,31,MEDIUM
T2460,11,1750.2691032642315,USA,Russia,2024-02-01 00:03:13,0,2024-02-01 00:01:53,80.0,1,1,2.0781320478997576,1,0.0,0,LOW
T1513,11,662.4138874764507,Germany,USA,2024-02-01 00:04:59,0,2024-02-01 00:03:13,106.0,1,1,0.7864982167435646,0,0.0,0,LOW
T3067,11,453.5992180495252,Germany,Germany,2024-02-01 00:05:39,0,2024-02-01 00:04:59,40.0,1,0,0.5385680808585249,0,0.0,0,LOW
T2098,11,1087.4494587831098,Germany,USA,2024-02-01 00:06:51,0,2024-02-01 00:05:39,72.0,1,1,1.2911520671614485,0,0.0,0,LOW
T709,12,245.3694350175748,USA,USA,2024-02-01 00:00:22,0,,,0,0,0.3309589048284529,0,0.03333333333333333,3,LOW
T1167,12,3.450862210747384,India,Russia,2024-02-01 00:00:51,0,2024-02-01 00:00:22,29.0,1,1,0.0046545877969725,0,0.0,0,LOW
T1932,12,1419.1441185867116,India,USA,2024-02-01 00:01:01,0,2024-02-01 00:00:51,10.0,1,1,1.914168255094841,0,0.0033333333333333335,0,LOW
T3301,12,297.18105648240646,USA,Germany,2024-02-01 00:01:12,0,2024-02-01 00:01:01,11.0,1,1,0.4008433934818943,0,0.0,0,LOW
T2262,12,160.0944361885238,Germany,Russia,2024-02-01 00:01:25,0,2024-02-01 00:01:12,13.0,1,1,0.2159383839567768,0,0.0,0,LOW
T1919,12,334.8888681300812,Germany,USA,2024-02-01 00:01:53,0,2024-02-01 00:01:25,28.0,1,1,0.4517043984212346,0,0.0,0,LOW
T4815,12,831.0479912661583,USA,India,2024-02-01 00:01:57,0,2024-02-01 00:01:53,4.0,1,1,1.1209331473157331,0,0.0,0,LOW
T2395,12,372.272177271802,Germany,India,2024-02-01 00:03:21,0,2024-02-01 00:01:57,84.0,1,1,0.502127708282633,0,0.0033333333333333335,0,LOW
T936,12,849.0632765453647,India,USA,2024-02-01 00:03:22,0,2024-02-01 00:03:21,1.0,1,1,1.1452325026358092,0,0.023333333333333334,2,LOW
T3235,12,859.7631525189313,USA,Nigeria,2024-02-01 00:04:06,0,2024-02-01 00:03:22,44.0,1,1,1.1596646964164168,0,0.013333333333333334,1,LOW
T3166,12,2391.212875978783,Germany,Nigeria,2024-02-01 00:05:23,0,2024-02-01 00:04:06,77.0,1,1,3.2253128617627085,1,0.09,9,LOW
T2557,12,1657.7647978903976,India,Germany,2024-02-01 00:07:35,0,2024-02-01 00:05:23,132.0,1,1,2.23602431139669,1,0.0,0,LOW
T2757,12,1698.9779113062543,USA,Germany,2024-02-01 00:08:28,0,2024-02-01 00:07:35,53.0,1,1,2.291613333231075,1,0.28,28,LOW
T3698,12,528.8236504251445,India,USA,2024-02-01 00:08:42,0,2024-02-01 00:08:28,14.0,1,1,0.7132872771197217,0,0.0,0,LOW
T2917,12,321.6406206193864,Germany,India,2024-02-01 00:09:36,0,2024-02-01 00:08:42,54.0,1,1,0.433834913223448,0,0.0033333333333333335,0,LOW
T2306,12,99.32221514339052,USA,India,2024-02-01 00:11:24,0,2024-02-01 00:09:36,108.0,1,1,0.1339676702056963,0,0.0,0,LOW
T4116,12,812.8144490557615,Germany,Germany,2024-02-01 00:20:27,0,2024-02-01 00:11:24,543.0,0,0,1.0963394029454778,0,0.0,0,LOW
T2559,12,462.17791135539466,India,Russia,2024-02-01 00:22:59,1,2024-02-01 00:20:27,152.0,1,1,0.6233942518844173,0,0.6966666666666667,69,MEDIUM
T1245,13,819.2133421825596,Germany,USA,2024-02-01 00:00:27,0,,,0,1,1.8992247914379436,0,0.0,0,LOW
T1362,13,270.76681955641766,Germany,Nigeria,2024-02-01 00:00:27,0,2024-02-01 00:00:27,0.0,1,1,0.6277327649843794,0,0.0,0,LOW
T521,13,4.177373062622428,USA,Nigeria,2024-02-01 00:00:29,0,2024-02-01 00:00:27,2.0,1,1,0.0096846206904788,0,0.0,0,LOW
T2266,13,22.02825002621114,USA,Nigeria,2024-02-01 00:00:38,0,2024-02-01 00:00:29,9.0,1,1,0.0510692348470693,0,0.0,0,LOW
T206,13,787.8634682838713,Germany,India,2024-02-01 00:01:22,0,2024-02-01 00:00:38,44.0,1,1,1.8265447523675185,0,0.0,0,LOW
T3690,13,51.22500492822376,India,USA,2024-02-01 00:01:59,0,2024-02-01 00:01:22,37.0,1,1,0.1187575864450863,0,0.0,0,LOW
T763,13,1099.6891050998267,Germany,Nigeria,2024-02-01 00:05:12,1,2024-02-01 00:01:59,193.0,1,1,2.549466303509456,0,0.6266666666666667,62,MEDIUM
T4975,13,542.310077542759,India,India,2024-02-01 00:07:47,0,2024-02-01 00:05:12,155.0,1,0,1.2572655874619725,0,0.0,0,LOW
T3402,13,428.76624429697233,India,USA,2024-02-01 00:10:03,0,2024-02-01 00:07:47,136.0,1,1,0.9940310282679424,0,0.0,0,LOW
T4874,13,287.3693747365042,India,Germany,2024-02-01 00:20:13,0,2024-02-01 00:10:03,610.0,0,1,0.6662233299881534,0,0.0,0,LOW
T1212,14,1970.422886118751,USA,Germany,2024-02-01 00:00:14,0,,,0,1,2.5244584365887497,1,0.0,0,LOW
T66,14,516.6218987260125,India,India,2024-02-01 00:00:23,0,2024-02-01 00:00:14,9.0,1,0,0.6618835580692609,0,0.02666666666666667,2,LOW
T3745,14,394.5534333813251,Germany,Germany,2024-02-01 00:01:36,0,2024-02-01 00:00:23,73.0,1,0,0.5054923745564512,0,0.0,0,LOW
T924,14,811.3636947089958,Germany,Russia,2024-02-01 00:02:19,0,2024-02-01 00:01:36,43.0,1,1,1.0394996620672123,0,0.0,0,LOW
T1427,14,80.8181711588561,India,USA,2024-02-01 00:02:29,0,2024-02-01 00:02:19,10.0,1,1,0.1035422981781952,0,0.08333333333333333,8,LOW
T3381,14,734.254452404648,USA,Russia,2024-02-01 00:03:03,0,2024-02-01 00:02:29,34.0,1,1,0.9407091543820284,0,0.0,0,LOW
T2656,14,264.43670781082585,Germany,Russia,2024-02-01 00:03:36,0,2024-02-01 00:03:03,33.0,1,1,0.3387899535067427,0,0.07333333333333333,7,LOW
T1203,14,255.011959764144,Germany,USA,2024-02-01 00:05:11,0,2024-02-01 00:03:36,95.0,1,1,0.3267151928618161,0,0.0,0,LOW
T2554,14,361.5374850039317,India,Russia,2024-02-01 00:05:24,0,2024-02-01 00:05:11,13.0,1,1,0.4631931351340634,0,0.0,0,LOW
T1789,14,41.74826788535746,India,Germany,2024-02-01 00:06:01,0,2024-02-01 00:05:24,37.0,1,1,0.0534868772681349,0,0.0,0,LOW
T2669,14,799.260562348389,Germany,Russia,2024-02-01 00:07:25,0,2024-02-01 00:06:01,84.0,1,1,1.023993419822398,0,0.0,0,LOW
T3253,14,2789.6103062433367,India,Germany,2024-02-01 00:07:45,0,2024-02-01 00:07:25,20.0,1,1,3.5739816675913816,1,0.19,19,LOW
T3701,14,927.9267395156432,USA,Russia,2024-02-01 00:08:19,0,2024-02-01 00:07:45,34.0,1,1,1.1888374331262113,0,0.0,0,LOW
T1992,14,979.8941551541257,USA,Germany,2024-02-01 00:11:12,0,2024-02-01 00:08:19,173.0,1,1,1.2554168368473546,0,0.0,0,LOW
T1457,15,84.92078318230081,Germany,Nigeria,2024-02-01 00:01:21,0,,,0,1,0.143941758084928,0,0.006666666666666667,0,LOW
T1492,15,938.290266937688,India,India,2024-02-01 00:01:21,0,2024-02-01 00:01:21,0.0,1,0,1.5904133894650216,0,0.25666666666666665,25,LOW
T2009,15,250.0708965940357,Germany,USA,2024-02-01 00:01:46,0,2024-02-01 00:01:21,25.0,1,1,0.4238732045646272,0,0.0,0,LOW
T1228,15,1748.6939155616992,India,Russia,2024-02-01 00:03:28,0,2024-02-01 00:01:46,102.0,1,1,2.964057408867952,1,0.0,0,LOW
T2425,15,963.9524859532232,Germany,India,2024-02-01 00:04:39,1,2024-02-01 00:03:28,71.0,1,1,1.633911162130718,0,0.7033333333333334,70,HIGH
T4384,15,255.1791589638765,USA,Germany,2024-02-01 00:07:42,0,2024-02-01 00:04:39,183.0,1,1,0.4325317712749164,0,0.0,0,LOW
T184,15,3.9362488619868072,Germany,Nigeria,2024-02-01 00:08:31,0,2024-02-01 00:07:42,49.0,1,1,0.006671989591027,0,0.08666666666666667,8,LOW
T127,15,735.1820419798913,India,India,2024-02-01 00:08:33,0,2024-02-01 00:08:31,2.0,1,0,1.2461424832585462,0,0.0,0,LOW
T2387,15,329.4706987231407,India,Nigeria,2024-02-01 00:19:40,0,2024-02-01 00:08:33,667.0,0,1,0.5584568327622625,0,0.0,0,LOW
T4120,16,219.66334532304123,Germany,Nigeria,2024-02-01 00:02:22,0,,,0,1,0.6241754301240492,0,0.0,0,LOW
T2019,16,683.6671084061066,USA,Germany,2024-02-01 00:02:56,0,2024-02-01 00:02:22,34.0,1,1,1.9426464202459075,0,0.0,0,LOW
T1960,16,477.8027384912371,USA,Russia,2024-02-01 00:05:57,1,2024-02-01 00:02:56,181.0,1,1,1.357680906541916,0,0.6866666666666666,68,MEDIUM
T4342,16,265.4687157471815,USA,Russia,2024-02-01 00:08:37,0,2024-02-01 00:05:57,160.0,1,1,0.754331814405793,0,0.0,0,LOW
T4961,16,259.30604794636326,USA,Germany,2024-02-01 00:10:09,0,2024-02-01 00:08:37,92.0,1,1,0.736820536774878,0,0.25666666666666665,25,LOW
T677,16,205.6459571843652,USA,Russia,2024-02-01 00:11:42,0,2024-02-01 00:10:09,93.0,1,1,0.5843448919074571,0,0.0,0,LOW
T1819,17,175.92365228022987,USA,India,2024-02-01 00:00:08,0,,,0,1,0.5892714048649961,0,0.013333333333333334,1,LOW
T3977,17,715.6583803128508,Germany,Germany,2024-02-01 00:00:30,0,2024-02-01 00:00:08,22.0,1,0,2.3971593000957347,0,0.016666666666666666,1,LOW
T4477,17,337.11276151945225,Germany,Nigeria,2024-02-01 00:01:22,1,2024-02-01 00:00:30,52.0,1,1,1.1291881904660197,0,0.64,64,MEDIUM
T3446,17,52.25691760738074,USA,USA,2024-02-01 00:03:09,0,2024-02-01 00:01:22,107.0,1,0,0.1750390402500536,0,0.0,0,LOW
T3495,17,92.47808579302948,India,Russia,2024-02-01 00:03:52,0,2024-02-01 00:03:09,43.0,1,1,0.309763302592645,0,0.0,0,LOW
T1602,17,182.4572245600824,Germany,India,2024-02-01 00:04:14,0,2024-02-01 00:03:52,22.0,1,1,0.611156167182248,0,0.25333333333333335,25,LOW
T2305,17,807.0712848531731,India,Nigeria,2024-02-01 00:04:41,0,2024-02-01 00:04:14,27.0,1,1,2.7033546864640234,0,0.0,0,LOW
T453,17,110.9422589643863,India,USA,2024-02-01 00:05:05,0,2024-02-01 00:04:41,24.0,1,1,0.3716106387713218,0,0.0,0,LOW
T4817,17,163.01549922868168,USA,India,2024-02-01 00:05:40,0,2024-02-01 00:05:05,35.0,1,1,0.5460344359622479,0,0.0,0,LOW
T2271,17,720.9370327744139,India,India,2024-02-01 00:07:53,0,2024-02-01 00:05:40,133.0,1,0,2.4148406005434118,0,0.0033333333333333335,0,LOW
